staffRoasterId,day,scheduleDate,ExamType,Hall,hallCat1,hallCat2,hallCatTimtec,StaffID,Incounter,Period,mainPeriod
1,1,2025-05-19 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP1087,1,9:00am-12:00 noon,Morning (9am - 12noon)
2,1,2025-05-19 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP2667,1,9:00am-12:00 noon,Morning (9am - 12noon)
3,1,2025-05-19 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP1085,1,9:00am-12:00 noon,Morning (9am - 12noon)
4,1,2025-05-19 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP1988,1,9:00am-12:00 noon,Morning (9am - 12noon)
5,1,2025-05-19 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP2176,1,9:00am-12:00 noon,Morning (9am - 12noon)
6,1,2025-05-19 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP923,1,9:00am-12:00 noon,Morning (9am - 12noon)
7,1,2025-05-19 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP2104,1,9:00am-12:00 noon,Morning (9am - 12noon)
8,1,2025-05-19 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP2182,1,9:00am-12:00 noon,Morning (9am - 12noon)
9,1,2025-05-19 00:00:00,1,COLBIOS_Aud,COLNAS(OLD),COLNAS_ANENIH_COLFHEC,MP BUILDING|COLBIOS,SP1967,2,9:00am-12:00 noon,Morning (9am - 12noon)
10,1,2025-05-19 00:00:00,1,COLBIOS_Aud,COLNAS(OLD),COLNAS_ANENIH_COLFHEC,MP BUILDING|COLBIOS,SP2859,2,9:00am-12:00 noon,Morning (9am - 12noon)
11,1,2025-05-19 00:00:00,1,COLBIOS_Aud,COLNAS(OLD),COLNAS_ANENIH_COLFHEC,MP BUILDING|COLBIOS,SP2091,2,9:00am-12:00 noon,Morning (9am - 12noon)
12,1,2025-05-19 00:00:00,1,COLBIOS_Aud,COLNAS(OLD),COLNAS_ANENIH_COLFHEC,MP BUILDING|COLBIOS,SP2733,2,9:00am-12:00 noon,Morning (9am - 12noon)
13,1,2025-05-19 00:00:00,1,CAD,COLANIM,COLANIM_JAO,JAO|CAD|COLPLANT,SP2953,3,9:00am-12:00 noon,Morning (9am - 12noon)
14,1,2025-05-19 00:00:00,1,CAD,COLANIM,COLANIM_JAO,JAO|CAD|COLPLANT,SP2862,3,9:00am-12:00 noon,Morning (9am - 12noon)
15,1,2025-05-19 00:00:00,1,CAD,COLANIM,COLANIM_JAO,JAO|CAD|COLPLANT,SP2721,3,9:00am-12:00 noon,Morning (9am - 12noon)
16,1,2025-05-19 00:00:00,1,CAD,COLANIM,COLANIM_JAO,JAO|CAD|COLPLANT,SP2294,3,9:00am-12:00 noon,Morning (9am - 12noon)
17,1,2025-05-19 00:00:00,1,CPL,COLPLANT,COLPLANT_COLVET_HEALTH-CENTRE,JAO|CAD|COLPLANT,SP2739,4,9:00am-12:00 noon,Morning (9am - 12noon)
18,1,2025-05-19 00:00:00,1,CPL,COLPLANT,COLPLANT_COLVET_HEALTH-CENTRE,JAO|CAD|COLPLANT,SP3154,4,9:00am-12:00 noon,Morning (9am - 12noon)
19,1,2025-05-19 00:00:00,1,CPL,COLPLANT,COLPLANT_COLVET_HEALTH-CENTRE,JAO|CAD|COLPLANT,SP1366,4,9:00am-12:00 noon,Morning (9am - 12noon)
20,1,2025-05-19 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP1762,5,9:00am-12:00 noon,Morning (9am - 12noon)
21,1,2025-05-19 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP325,5,9:00am-12:00 noon,Morning (9am - 12noon)
22,1,2025-05-19 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP2796,5,9:00am-12:00 noon,Morning (9am - 12noon)
23,1,2025-05-19 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP1185,5,9:00am-12:00 noon,Morning (9am - 12noon)
24,1,2025-05-19 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP2197,5,9:00am-12:00 noon,Morning (9am - 12noon)
25,1,2025-05-19 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP2475,5,9:00am-12:00 noon,Morning (9am - 12noon)
26,1,2025-05-19 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP1876,5,9:00am-12:00 noon,Morning (9am - 12noon)
27,1,2025-05-19 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP1810,5,9:00am-12:00 noon,Morning (9am - 12noon)
28,1,2025-05-19 00:00:00,1,AUD II,,,,SP2444,6,9:00am-12:00 noon,Morning (9am - 12noon)
29,1,2025-05-19 00:00:00,1,AUD II,,,,SP1477,6,9:00am-12:00 noon,Morning (9am - 12noon)
30,1,2025-05-19 00:00:00,1,AUD II,,,,SP2829,6,9:00am-12:00 noon,Morning (9am - 12noon)
31,1,2025-05-19 00:00:00,1,PISAD AUD,COLANIM,COLANIM_JAO,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP2852,7,9:00am-12:00 noon,Morning (9am - 12noon)
32,1,2025-05-19 00:00:00,1,PISAD AUD,COLANIM,COLANIM_JAO,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP2670,7,9:00am-12:00 noon,Morning (9am - 12noon)
33,1,2025-05-19 00:00:00,1,ANE1,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP2047,8,9:00am-12:00 noon,Morning (9am - 12noon)
34,1,2025-05-19 00:00:00,1,ANE1,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP2449,8,9:00am-12:00 noon,Morning (9am - 12noon)
35,1,2025-05-19 00:00:00,1,ANE1,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP2560,8,9:00am-12:00 noon,Morning (9am - 12noon)
36,1,2025-05-19 00:00:00,1,ANE2,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP1790,9,9:00am-12:00 noon,Morning (9am - 12noon)
37,1,2025-05-19 00:00:00,1,ANE2,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP1933,9,9:00am-12:00 noon,Morning (9am - 12noon)
38,1,2025-05-19 00:00:00,1,ANE2,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP3186,9,9:00am-12:00 noon,Morning (9am - 12noon)
39,1,2025-05-19 00:00:00,1,AUD I,,,,SP1789,10,9:00am-12:00 noon,Morning (9am - 12noon)
40,1,2025-05-19 00:00:00,1,AUD I,,,,SP2037,10,9:00am-12:00 noon,Morning (9am - 12noon)
41,1,2025-05-19 00:00:00,1,AUD I,,,,SP2487,10,9:00am-12:00 noon,Morning (9am - 12noon)
42,1,2025-05-19 00:00:00,1,AUD III,,,,SP2473,11,9:00am-12:00 noon,Morning (9am - 12noon)
43,1,2025-05-19 00:00:00,1,AUD III,,,,SP635,11,9:00am-12:00 noon,Morning (9am - 12noon)
44,1,2025-05-19 00:00:00,1,AUD III,,,,SP2792,11,9:00am-12:00 noon,Morning (9am - 12noon)
45,1,2025-05-19 00:00:00,1,ELBOG I,COLANIM,COLANIM_JAO,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP2166,12,9:00am-12:00 noon,Morning (9am - 12noon)
46,1,2025-05-19 00:00:00,1,ELBOG I,COLANIM,COLANIM_JAO,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP1307,12,9:00am-12:00 noon,Morning (9am - 12noon)
47,1,2025-05-19 00:00:00,1,ELBOG I,COLANIM,COLANIM_JAO,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP2097,12,9:00am-12:00 noon,Morning (9am - 12noon)
48,1,2025-05-19 00:00:00,1,ELBOG I,COLANIM,COLANIM_JAO,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP1157,12,9:00am-12:00 noon,Morning (9am - 12noon)
49,1,2025-05-19 00:00:00,1,ELBOG II,OBASANJO ENGR. BUILDING,MPB_500-SEATER COMPUTER LAB_COLENDS,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP2301,13,9:00am-12:00 noon,Morning (9am - 12noon)
50,1,2025-05-19 00:00:00,1,ELBOG II,OBASANJO ENGR. BUILDING,MPB_500-SEATER COMPUTER LAB_COLENDS,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP1217,13,9:00am-12:00 noon,Morning (9am - 12noon)
51,1,2025-05-19 00:00:00,1,ELBOG II,OBASANJO ENGR. BUILDING,MPB_500-SEATER COMPUTER LAB_COLENDS,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP2687,13,9:00am-12:00 noon,Morning (9am - 12noon)
52,1,2025-05-19 00:00:00,1,ELBOG II,OBASANJO ENGR. BUILDING,MPB_500-SEATER COMPUTER LAB_COLENDS,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP750,13,9:00am-12:00 noon,Morning (9am - 12noon)
53,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP2646,14,9:00am-12:00 noon,Morning (9am - 12noon)
54,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP2188,14,9:00am-12:00 noon,Morning (9am - 12noon)
55,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP2038,14,9:00am-12:00 noon,Morning (9am - 12noon)
56,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP2742,14,9:00am-12:00 noon,Morning (9am - 12noon)
57,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP2154,14,9:00am-12:00 noon,Morning (9am - 12noon)
58,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP3187,14,9:00am-12:00 noon,Morning (9am - 12noon)
59,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP680,14,9:00am-12:00 noon,Morning (9am - 12noon)
60,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP2195,14,9:00am-12:00 noon,Morning (9am - 12noon)
61,1,2025-05-19 00:00:00,1,JAO2,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP2807,15,9:00am-12:00 noon,Morning (9am - 12noon)
62,1,2025-05-19 00:00:00,1,JAO2,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP1897,15,9:00am-12:00 noon,Morning (9am - 12noon)
63,1,2025-05-19 00:00:00,1,JAO2,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP2243,15,9:00am-12:00 noon,Morning (9am - 12noon)
64,1,2025-05-19 00:00:00,1,JAO2,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP2204,15,9:00am-12:00 noon,Morning (9am - 12noon)
65,1,2025-05-19 00:00:00,1,JAO1,COLAMRUD,COLAMRUD_COLERM_COLENG,JAO|CAD|COLPLANT,SP2692,16,9:00am-12:00 noon,Morning (9am - 12noon)
66,1,2025-05-19 00:00:00,1,JAO1,COLAMRUD,COLAMRUD_COLERM_COLENG,JAO|CAD|COLPLANT,SP2463,16,9:00am-12:00 noon,Morning (9am - 12noon)
67,1,2025-05-19 00:00:00,1,JAO1,COLAMRUD,COLAMRUD_COLERM_COLENG,JAO|CAD|COLPLANT,SP1760,16,9:00am-12:00 noon,Morning (9am - 12noon)
68,1,2025-05-19 00:00:00,1,JAO1,COLAMRUD,COLAMRUD_COLERM_COLENG,JAO|CAD|COLPLANT,SP3132,16,9:00am-12:00 noon,Morning (9am - 12noon)
69,1,2025-05-19 00:00:00,1,CENTS-AUD,COLENDS,MPB_500-SEATER COMPUTER LAB_COLENDS,COLFHEC|CENT-AUD|ANENIH|AUD III,SP3219,17,9:00am-12:00 noon,Morning (9am - 12noon)
70,1,2025-05-19 00:00:00,1,CENTS-AUD,COLENDS,MPB_500-SEATER COMPUTER LAB_COLENDS,COLFHEC|CENT-AUD|ANENIH|AUD III,SP3052,17,9:00am-12:00 noon,Morning (9am - 12noon)
71,1,2025-05-19 00:00:00,1,MP02,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP2046,18,9:00am-12:00 noon,Morning (9am - 12noon)
72,1,2025-05-19 00:00:00,1,MP02,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP2561,18,9:00am-12:00 noon,Morning (9am - 12noon)
73,1,2025-05-19 00:00:00,1,MP02,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP1911,18,9:00am-12:00 noon,Morning (9am - 12noon)
74,1,2025-05-19 00:00:00,1,MP02,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP1231,18,9:00am-12:00 noon,Morning (9am - 12noon)
75,1,2025-05-19 00:00:00,1,MPL,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP2483,19,9:00am-12:00 noon,Morning (9am - 12noon)
76,1,2025-05-19 00:00:00,1,MPL,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP1792,19,9:00am-12:00 noon,Morning (9am - 12noon)
77,1,2025-05-19 00:00:00,1,AGRIC LAB 1,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,VET AUD|AUD II| AGRIC BUILDING,SP2812,20,9:00am-12:00 noon,Morning (9am - 12noon)
78,1,2025-05-19 00:00:00,1,AGRIC LAB 1,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,VET AUD|AUD II| AGRIC BUILDING,SP2655,20,9:00am-12:00 noon,Morning (9am - 12noon)
79,1,2025-05-19 00:00:00,1,AGRIC LAB 1,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,VET AUD|AUD II| AGRIC BUILDING,SP1363,20,9:00am-12:00 noon,Morning (9am - 12noon)
80,1,2025-05-19 00:00:00,1,AGRIC LAB 2,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP1594,21,9:00am-12:00 noon,Morning (9am - 12noon)
81,1,2025-05-19 00:00:00,1,AGRIC LAB 2,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP1220,21,9:00am-12:00 noon,Morning (9am - 12noon)
82,1,2025-05-19 00:00:00,1,AGRIC LAB 2,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP2809,21,9:00am-12:00 noon,Morning (9am - 12noon)
83,1,2025-05-19 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP2720,22,9:00am-12:00 noon,Morning (9am - 12noon)
84,1,2025-05-19 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP2766,22,9:00am-12:00 noon,Morning (9am - 12noon)
85,1,2025-05-19 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP3190,22,9:00am-12:00 noon,Morning (9am - 12noon)
86,1,2025-05-19 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP1155,22,9:00am-12:00 noon,Morning (9am - 12noon)
87,1,2025-05-19 00:00:00,1,VET 300,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP1593,23,9:00am-12:00 noon,Morning (9am - 12noon)
88,1,2025-05-19 00:00:00,1,VET 300,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP3218,23,9:00am-12:00 noon,Morning (9am - 12noon)
89,1,2025-05-19 00:00:00,1,VET AUD,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP1699,24,9:00am-12:00 noon,Morning (9am - 12noon)
90,1,2025-05-19 00:00:00,1,VET AUD,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP752,24,9:00am-12:00 noon,Morning (9am - 12noon)
91,1,2025-05-19 00:00:00,1,VET AUD,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP2789,24,9:00am-12:00 noon,Morning (9am - 12noon)
92,1,2025-05-19 00:00:00,1,VET AUD,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP2035,24,9:00am-12:00 noon,Morning (9am - 12noon)
93,1,2025-05-19 00:00:00,1,VET 200,COLPLANT,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP2719,25,9:00am-12:00 noon,Morning (9am - 12noon)
94,1,2025-05-19 00:00:00,1,VET 200,COLPLANT,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP2456,25,9:00am-12:00 noon,Morning (9am - 12noon)
95,1,2025-05-19 00:00:00,1,AUD II,,,,SP496,26,2:00pm-5:00pm,Afternoon(2pm - 5pm)
96,1,2025-05-19 00:00:00,1,AUD II,,,,SP1817,26,2:00pm-5:00pm,Afternoon(2pm - 5pm)
97,1,2025-05-19 00:00:00,1,AUD II,,,,SP694,26,2:00pm-5:00pm,Afternoon(2pm - 5pm)
98,1,2025-05-19 00:00:00,1,AGRIC LAB 1,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,VET AUD|AUD II| AGRIC BUILDING,SP708,27,2:00pm-5:00pm,Afternoon(2pm - 5pm)
99,1,2025-05-19 00:00:00,1,AGRIC LAB 1,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,VET AUD|AUD II| AGRIC BUILDING,SP1676,27,2:00pm-5:00pm,Afternoon(2pm - 5pm)
100,1,2025-05-19 00:00:00,1,AGRIC LAB 1,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,VET AUD|AUD II| AGRIC BUILDING,SP798,27,2:00pm-5:00pm,Afternoon(2pm - 5pm)
101,1,2025-05-19 00:00:00,1,AGRIC LAB 2,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP1139,28,2:00pm-5:00pm,Afternoon(2pm - 5pm)
102,1,2025-05-19 00:00:00,1,AGRIC LAB 2,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP2303,28,2:00pm-5:00pm,Afternoon(2pm - 5pm)
103,1,2025-05-19 00:00:00,1,AGRIC LAB 2,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP1187,28,2:00pm-5:00pm,Afternoon(2pm - 5pm)
104,1,2025-05-19 00:00:00,1,JAO2,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP2020,29,2:00pm-5:00pm,Afternoon(2pm - 5pm)
105,1,2025-05-19 00:00:00,1,JAO2,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP1037,29,2:00pm-5:00pm,Afternoon(2pm - 5pm)
106,1,2025-05-19 00:00:00,1,JAO2,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP569,29,2:00pm-5:00pm,Afternoon(2pm - 5pm)
107,1,2025-05-19 00:00:00,1,JAO2,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP355,29,2:00pm-5:00pm,Afternoon(2pm - 5pm)
108,1,2025-05-19 00:00:00,1,COLBIOS_Aud,COLNAS(OLD),COLNAS_ANENIH_COLFHEC,MP BUILDING|COLBIOS,SP620,30,2:00pm-5:00pm,Afternoon(2pm - 5pm)
109,1,2025-05-19 00:00:00,1,COLBIOS_Aud,COLNAS(OLD),COLNAS_ANENIH_COLFHEC,MP BUILDING|COLBIOS,SP467,30,2:00pm-5:00pm,Afternoon(2pm - 5pm)
110,1,2025-05-19 00:00:00,1,COLBIOS_Aud,COLNAS(OLD),COLNAS_ANENIH_COLFHEC,MP BUILDING|COLBIOS,SP1209,30,2:00pm-5:00pm,Afternoon(2pm - 5pm)
111,1,2025-05-19 00:00:00,1,COLBIOS_Aud,COLNAS(OLD),COLNAS_ANENIH_COLFHEC,MP BUILDING|COLBIOS,SP851,30,2:00pm-5:00pm,Afternoon(2pm - 5pm)
112,1,2025-05-19 00:00:00,1,ANE1,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP1192,31,2:00pm-5:00pm,Afternoon(2pm - 5pm)
113,1,2025-05-19 00:00:00,1,ANE1,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP1621,31,2:00pm-5:00pm,Afternoon(2pm - 5pm)
114,1,2025-05-19 00:00:00,1,ANE1,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP1804,31,2:00pm-5:00pm,Afternoon(2pm - 5pm)
115,1,2025-05-19 00:00:00,1,ANE2,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP1880,32,2:00pm-5:00pm,Afternoon(2pm - 5pm)
116,1,2025-05-19 00:00:00,1,ANE2,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP1216,32,2:00pm-5:00pm,Afternoon(2pm - 5pm)
117,1,2025-05-19 00:00:00,1,ANE2,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP1466,32,2:00pm-5:00pm,Afternoon(2pm - 5pm)
118,1,2025-05-19 00:00:00,1,AUD I,,,,SP738,33,2:00pm-5:00pm,Afternoon(2pm - 5pm)
119,1,2025-05-19 00:00:00,1,AUD I,,,,SP1175,33,2:00pm-5:00pm,Afternoon(2pm - 5pm)
120,1,2025-05-19 00:00:00,1,AUD I,,,,SP1614,33,2:00pm-5:00pm,Afternoon(2pm - 5pm)
121,1,2025-05-19 00:00:00,1,PISAD AUD,COLANIM,COLANIM_JAO,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP1625,34,2:00pm-5:00pm,Afternoon(2pm - 5pm)
122,1,2025-05-19 00:00:00,1,PISAD AUD,COLANIM,COLANIM_JAO,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP1563,34,2:00pm-5:00pm,Afternoon(2pm - 5pm)
123,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP754,35,2:00pm-5:00pm,Afternoon(2pm - 5pm)
124,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP960,35,2:00pm-5:00pm,Afternoon(2pm - 5pm)
125,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP290,35,2:00pm-5:00pm,Afternoon(2pm - 5pm)
126,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP1444,35,2:00pm-5:00pm,Afternoon(2pm - 5pm)
127,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP703,35,2:00pm-5:00pm,Afternoon(2pm - 5pm)
128,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP612,35,2:00pm-5:00pm,Afternoon(2pm - 5pm)
129,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP1126,35,2:00pm-5:00pm,Afternoon(2pm - 5pm)
130,1,2025-05-19 00:00:00,1,MP01,JAO,COLANIM_JAO,MP BUILDING|COLBIOS,SP1178,35,2:00pm-5:00pm,Afternoon(2pm - 5pm)
131,1,2025-05-19 00:00:00,1,MPL,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP299,36,2:00pm-5:00pm,Afternoon(2pm - 5pm)
132,1,2025-05-19 00:00:00,1,MPL,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP994,36,2:00pm-5:00pm,Afternoon(2pm - 5pm)
133,1,2025-05-19 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP1702,37,2:00pm-5:00pm,Afternoon(2pm - 5pm)
134,1,2025-05-19 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP871,37,2:00pm-5:00pm,Afternoon(2pm - 5pm)
135,1,2025-05-19 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP500,37,2:00pm-5:00pm,Afternoon(2pm - 5pm)
136,1,2025-05-19 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP1064,37,2:00pm-5:00pm,Afternoon(2pm - 5pm)
137,1,2025-05-19 00:00:00,1,JAO1,COLAMRUD,COLAMRUD_COLERM_COLENG,JAO|CAD|COLPLANT,SP1174,38,2:00pm-5:00pm,Afternoon(2pm - 5pm)
138,1,2025-05-19 00:00:00,1,JAO1,COLAMRUD,COLAMRUD_COLERM_COLENG,JAO|CAD|COLPLANT,SP1344,38,2:00pm-5:00pm,Afternoon(2pm - 5pm)
139,1,2025-05-19 00:00:00,1,JAO1,COLAMRUD,COLAMRUD_COLERM_COLENG,JAO|CAD|COLPLANT,SP1872,38,2:00pm-5:00pm,Afternoon(2pm - 5pm)
140,1,2025-05-19 00:00:00,1,JAO1,COLAMRUD,COLAMRUD_COLERM_COLENG,JAO|CAD|COLPLANT,SP641,38,2:00pm-5:00pm,Afternoon(2pm - 5pm)
141,1,2025-05-19 00:00:00,1,ELBOG I,COLANIM,COLANIM_JAO,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP1202,39,2:00pm-5:00pm,Afternoon(2pm - 5pm)
142,1,2025-05-19 00:00:00,1,ELBOG I,COLANIM,COLANIM_JAO,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP1380,39,2:00pm-5:00pm,Afternoon(2pm - 5pm)
143,1,2025-05-19 00:00:00,1,ELBOG I,COLANIM,COLANIM_JAO,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP1628,39,2:00pm-5:00pm,Afternoon(2pm - 5pm)
