staffRoasterId,day,scheduleDate,ExamType,Hall,hallCat1,hallCat2,hallCatTimtec,StaffID,Incounter,Period,mainPeriod
729,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1573,200,9:00am -12:00pm,Morning (9am - 12pm)
730,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP2160,200,9:00am -12:00pm,Morning (9am - 12pm)
731,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP3215,200,9:00am -12:00pm,Morning (9am - 12pm)
732,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP661,200,9:00am -12:00pm,Morning (9am - 12pm)
733,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1888,201,12:00pm -3:00pm,Afternoon (12pm - 3pm)
734,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1024,201,12:00pm -3:00pm,Afternoon (12pm - 3pm)
735,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP686,201,12:00pm -3:00pm,Afternoon (12pm - 3pm)
736,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP957,201,12:00pm -3:00pm,Afternoon (12pm - 3pm)
737,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1123,201,12:00pm -3:00pm,Afternoon (12pm - 3pm)
738,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1389,201,12:00pm -3:00pm,Afternoon (12pm - 3pm)
739,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1180,202,3:00pm -6:00pm,Afternoon (3pm - 6pm)
740,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP590,202,3:00pm -6:00pm,Afternoon (3pm - 6pm)
741,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP736,202,3:00pm -6:00pm,Afternoon (3pm - 6pm)
742,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1140,202,3:00pm -6:00pm,Afternoon (3pm - 6pm)
743,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1141,202,3:00pm -6:00pm,Afternoon (3pm - 6pm)
744,3,2025-05-21 00:00:00,2,500-SEATER COMPUTER LAB,500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP865,202,3:00pm -6:00pm,Afternoon (3pm - 6pm)
745,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1736,203,9:00am -12:00pm,Morning (9am - 12pm)
746,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1036,203,9:00am -12:00pm,Morning (9am - 12pm)
747,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP2951,203,9:00am -12:00pm,Morning (9am - 12pm)
748,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1678,203,9:00am -12:00pm,Morning (9am - 12pm)
749,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP2647,203,9:00am -12:00pm,Morning (9am - 12pm)
750,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1723,203,9:00am -12:00pm,Morning (9am - 12pm)
751,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1681,204,12:00pm -3:00pm,Afternoon (12pm - 3pm)
752,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1152,204,12:00pm -3:00pm,Afternoon (12pm - 3pm)
753,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP264,204,12:00pm -3:00pm,Afternoon (12pm - 3pm)
754,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1262,204,12:00pm -3:00pm,Afternoon (12pm - 3pm)
755,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1300,204,12:00pm -3:00pm,Afternoon (12pm - 3pm)
756,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP723,204,12:00pm -3:00pm,Afternoon (12pm - 3pm)
757,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1295,205,3:00pm -6:00pm,Afternoon (3pm - 6pm)
758,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1149,205,3:00pm -6:00pm,Afternoon (3pm - 6pm)
759,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP527,205,3:00pm -6:00pm,Afternoon (3pm - 6pm)
760,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1065,205,3:00pm -6:00pm,Afternoon (3pm - 6pm)
761,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP3194,205,3:00pm -6:00pm,Afternoon (3pm - 6pm)
762,3,2025-05-21 00:00:00,2,250-SEATER COMPUTER LAB,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,250-500 SEATER COMP LAB|MAMHOOD,SP1066,205,3:00pm -6:00pm,Afternoon (3pm - 6pm)
763,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1916,206,9:00am -12:00pm,Morning (9am - 12pm)
764,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP2698,206,9:00am -12:00pm,Morning (9am - 12pm)
765,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1791,206,9:00am -12:00pm,Morning (9am - 12pm)
766,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP2816,206,9:00am -12:00pm,Morning (9am - 12pm)
767,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP2727,206,9:00am -12:00pm,Morning (9am - 12pm)
768,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP3193,206,9:00am -12:00pm,Morning (9am - 12pm)
769,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1379,207,12:00pm -3:00pm,Afternoon (12pm - 3pm)
770,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP2128,207,12:00pm -3:00pm,Afternoon (12pm - 3pm)
771,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP921,207,12:00pm -3:00pm,Afternoon (12pm - 3pm)
772,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1196,207,12:00pm -3:00pm,Afternoon (12pm - 3pm)
773,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1306,207,12:00pm -3:00pm,Afternoon (12pm - 3pm)
774,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP996,207,12:00pm -3:00pm,Afternoon (12pm - 3pm)
775,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1166,208,3:00pm -6:00pm,Afternoon (3pm - 6pm)
776,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP706,208,3:00pm -6:00pm,Afternoon (3pm - 6pm)
777,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP3168,208,3:00pm -6:00pm,Afternoon (3pm - 6pm)
778,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP365,208,3:00pm -6:00pm,Afternoon (3pm - 6pm)
779,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP1117,208,3:00pm -6:00pm,Afternoon (3pm - 6pm)
780,3,2025-05-21 00:00:00,2,YAKUB_MAHMOOD_HALL(EXAM),500-SEATERLAB/YAKUB-MAMUD,MPB_500-SEATER COMPUTER LAB_COLENDS,250-500 SEATER COMP LAB|MAMHOOD,SP2995,208,3:00pm -6:00pm,Afternoon (3pm - 6pm)
781,4,2025-05-22 00:00:00,1,ABE LR,COLPLANT,COLPLANT_COLVET_HEALTH-CENTRE,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP661,209,9:00am-12:00 noon,Morning (9am - 12noon)
782,4,2025-05-22 00:00:00,1,ABE LR,COLPLANT,COLPLANT_COLVET_HEALTH-CENTRE,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP1736,209,9:00am-12:00 noon,Morning (9am - 12noon)
783,4,2025-05-22 00:00:00,1,ACAD C4-C6,OBASANJO ENGR. BUILDING,MPB_500-SEATER COMPUTER LAB_COLENDS,HEALTH CENTRE|ACAD BUILDING,SP1036,210,9:00am-12:00 noon,Morning (9am - 12noon)
784,4,2025-05-22 00:00:00,1,ACAD C4-C6,OBASANJO ENGR. BUILDING,MPB_500-SEATER COMPUTER LAB_COLENDS,HEALTH CENTRE|ACAD BUILDING,SP2951,210,9:00am-12:00 noon,Morning (9am - 12noon)
785,4,2025-05-22 00:00:00,1,ACAD C4-C6,OBASANJO ENGR. BUILDING,MPB_500-SEATER COMPUTER LAB_COLENDS,HEALTH CENTRE|ACAD BUILDING,SP1678,210,9:00am-12:00 noon,Morning (9am - 12noon)
786,4,2025-05-22 00:00:00,1,ACAD B5,ELIAS BOGORO HALL,MPB_500-SEATER COMPUTER LAB_COLENDS,HEALTH CENTRE|ACAD BUILDING,SP2647,211,9:00am-12:00 noon,Morning (9am - 12noon)
787,4,2025-05-22 00:00:00,1,ACAD B5,ELIAS BOGORO HALL,MPB_500-SEATER COMPUTER LAB_COLENDS,HEALTH CENTRE|ACAD BUILDING,SP1723,211,9:00am-12:00 noon,Morning (9am - 12noon)
788,4,2025-05-22 00:00:00,1,ACAD B5,ELIAS BOGORO HALL,MPB_500-SEATER COMPUTER LAB_COLENDS,HEALTH CENTRE|ACAD BUILDING,SP1916,211,9:00am-12:00 noon,Morning (9am - 12noon)
789,4,2025-05-22 00:00:00,1,AGRIC LAB 1,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,VET AUD|AUD II| AGRIC BUILDING,SP2698,212,9:00am-12:00 noon,Morning (9am - 12noon)
790,4,2025-05-22 00:00:00,1,AGRIC LAB 1,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,VET AUD|AUD II| AGRIC BUILDING,SP1791,212,9:00am-12:00 noon,Morning (9am - 12noon)
791,4,2025-05-22 00:00:00,1,AGRIC LAB 1,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,VET AUD|AUD II| AGRIC BUILDING,SP2816,212,9:00am-12:00 noon,Morning (9am - 12noon)
792,4,2025-05-22 00:00:00,1,AGRIC LAB 2,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP2727,213,9:00am-12:00 noon,Morning (9am - 12noon)
793,4,2025-05-22 00:00:00,1,AGRIC LAB 2,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP3193,213,9:00am-12:00 noon,Morning (9am - 12noon)
794,4,2025-05-22 00:00:00,1,AGRIC LAB 2,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP1830,213,9:00am-12:00 noon,Morning (9am - 12noon)
795,4,2025-05-22 00:00:00,1,ANE1,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP2869,214,9:00am-12:00 noon,Morning (9am - 12noon)
796,4,2025-05-22 00:00:00,1,ANE1,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP3163,214,9:00am-12:00 noon,Morning (9am - 12noon)
797,4,2025-05-22 00:00:00,1,ANE1,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP1914,214,9:00am-12:00 noon,Morning (9am - 12noon)
798,4,2025-05-22 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP1087,215,9:00am-12:00 noon,Morning (9am - 12noon)
799,4,2025-05-22 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP2667,215,9:00am-12:00 noon,Morning (9am - 12noon)
800,4,2025-05-22 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP1085,215,9:00am-12:00 noon,Morning (9am - 12noon)
801,4,2025-05-22 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP1988,215,9:00am-12:00 noon,Morning (9am - 12noon)
802,4,2025-05-22 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP2176,215,9:00am-12:00 noon,Morning (9am - 12noon)
803,4,2025-05-22 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP923,215,9:00am-12:00 noon,Morning (9am - 12noon)
804,4,2025-05-22 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP2104,215,9:00am-12:00 noon,Morning (9am - 12noon)
805,4,2025-05-22 00:00:00,1,JAO3,JAO,COLANIM_JAO,JAO|CAD|COLPLANT,SP2182,215,9:00am-12:00 noon,Morning (9am - 12noon)
806,4,2025-05-22 00:00:00,1,VET AUD,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP1967,216,9:00am-12:00 noon,Morning (9am - 12noon)
807,4,2025-05-22 00:00:00,1,VET AUD,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP2859,216,9:00am-12:00 noon,Morning (9am - 12noon)
808,4,2025-05-22 00:00:00,1,VET AUD,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP2091,216,9:00am-12:00 noon,Morning (9am - 12noon)
809,4,2025-05-22 00:00:00,1,VET AUD,COLVET,COLPLANT_COLVET_HEALTH-CENTRE,VET AUD|AUD II| AGRIC BUILDING,SP2733,216,9:00am-12:00 noon,Morning (9am - 12noon)
810,4,2025-05-22 00:00:00,1,CENTS-AUD,COLENDS,MPB_500-SEATER COMPUTER LAB_COLENDS,COLFHEC|CENT-AUD|ANENIH|AUD III,SP2953,217,9:00am-12:00 noon,Morning (9am - 12noon)
811,4,2025-05-22 00:00:00,1,CENTS-AUD,COLENDS,MPB_500-SEATER COMPUTER LAB_COLENDS,COLFHEC|CENT-AUD|ANENIH|AUD III,SP2862,217,9:00am-12:00 noon,Morning (9am - 12noon)
812,4,2025-05-22 00:00:00,1,ANE2,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP2721,218,9:00am-12:00 noon,Morning (9am - 12noon)
813,4,2025-05-22 00:00:00,1,ANE2,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP2294,218,9:00am-12:00 noon,Morning (9am - 12noon)
814,4,2025-05-22 00:00:00,1,ANE2,ANENIH,COLNAS_ANENIH_COLFHEC,COLFHEC|CENT-AUD|ANENIH|AUD III,SP2739,218,9:00am-12:00 noon,Morning (9am - 12noon)
815,4,2025-05-22 00:00:00,1,AUD II,,,,SP3154,219,9:00am-12:00 noon,Morning (9am - 12noon)
816,4,2025-05-22 00:00:00,1,AUD II,,,,SP1366,219,9:00am-12:00 noon,Morning (9am - 12noon)
817,4,2025-05-22 00:00:00,1,AUD II,,,,SP1762,219,9:00am-12:00 noon,Morning (9am - 12noon)
818,4,2025-05-22 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP325,220,9:00am-12:00 noon,Morning (9am - 12noon)
819,4,2025-05-22 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP2796,220,9:00am-12:00 noon,Morning (9am - 12noon)
820,4,2025-05-22 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP1185,220,9:00am-12:00 noon,Morning (9am - 12noon)
821,4,2025-05-22 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP2197,220,9:00am-12:00 noon,Morning (9am - 12noon)
822,4,2025-05-22 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP2475,220,9:00am-12:00 noon,Morning (9am - 12noon)
823,4,2025-05-22 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP1876,220,9:00am-12:00 noon,Morning (9am - 12noon)
824,4,2025-05-22 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP1810,220,9:00am-12:00 noon,Morning (9am - 12noon)
825,4,2025-05-22 00:00:00,1,1000 CAP LT HALL,COLFHEC,COLNAS_ANENIH_COLFHEC,1000 SEATER|TET LABS,SP2444,220,9:00am-12:00 noon,Morning (9am - 12noon)
826,4,2025-05-22 00:00:00,1,AUD I,,,,SP1477,221,9:00am-12:00 noon,Morning (9am - 12noon)
827,4,2025-05-22 00:00:00,1,AUD I,,,,SP2829,221,9:00am-12:00 noon,Morning (9am - 12noon)
828,4,2025-05-22 00:00:00,1,AUD I,,,,SP2852,221,9:00am-12:00 noon,Morning (9am - 12noon)
829,4,2025-05-22 00:00:00,1,AUD III,,,,SP2670,222,9:00am-12:00 noon,Morning (9am - 12noon)
830,4,2025-05-22 00:00:00,1,AUD III,,,,SP2047,222,9:00am-12:00 noon,Morning (9am - 12noon)
831,4,2025-05-22 00:00:00,1,AUD III,,,,SP2449,222,9:00am-12:00 noon,Morning (9am - 12noon)
832,4,2025-05-22 00:00:00,1,MP02,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP2560,223,9:00am-12:00 noon,Morning (9am - 12noon)
833,4,2025-05-22 00:00:00,1,MP02,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP1790,223,9:00am-12:00 noon,Morning (9am - 12noon)
834,4,2025-05-22 00:00:00,1,MP02,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP1933,223,9:00am-12:00 noon,Morning (9am - 12noon)
835,4,2025-05-22 00:00:00,1,MP02,MPB,MPB_500-SEATER COMPUTER LAB_COLENDS,MP BUILDING|COLBIOS,SP3186,223,9:00am-12:00 noon,Morning (9am - 12noon)
836,4,2025-05-22 00:00:00,1,ELBOG I,COLANIM,COLANIM_JAO,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP1789,224,9:00am-12:00 noon,Morning (9am - 12noon)
837,4,2025-05-22 00:00:00,1,ELBOG I,COLANIM,COLANIM_JAO,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP2037,224,9:00am-12:00 noon,Morning (9am - 12noon)
838,4,2025-05-22 00:00:00,1,ELBOG I,COLANIM,COLANIM_JAO,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP2487,224,9:00am-12:00 noon,Morning (9am - 12noon)
839,4,2025-05-22 00:00:00,1,ELBOG I,COLANIM,COLANIM_JAO,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP2473,224,9:00am-12:00 noon,Morning (9am - 12noon)
840,4,2025-05-22 00:00:00,1,ELBOG II,OBASANJO ENGR. BUILDING,MPB_500-SEATER COMPUTER LAB_COLENDS,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP635,225,9:00am-12:00 noon,Morning (9am - 12noon)
841,4,2025-05-22 00:00:00,1,ELBOG II,OBASANJO ENGR. BUILDING,MPB_500-SEATER COMPUTER LAB_COLENDS,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP2792,225,9:00am-12:00 noon,Morning (9am - 12noon)
842,4,2025-05-22 00:00:00,1,ELBOG II,OBASANJO ENGR. BUILDING,MPB_500-SEATER COMPUTER LAB_COLENDS,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP2166,225,9:00am-12:00 noon,Morning (9am - 12noon)
843,4,2025-05-22 00:00:00,1,ELBOG II,OBASANJO ENGR. BUILDING,MPB_500-SEATER COMPUTER LAB_COLENDS,COLENDS|OBJ ENGR|ELBOG BUILDINGS,SP1307,225,9:00am-12:00 noon,Morning (9am - 12noon)
844,4,2025-05-22 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP2097,226,9:00am-12:00 noon,Morning (9am - 12noon)
845,4,2025-05-22 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP1157,226,9:00am-12:00 noon,Morning (9am - 12noon)
846,4,2025-05-22 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP2301,226,9:00am-12:00 noon,Morning (9am - 12noon)
847,4,2025-05-22 00:00:00,1,ENG-AUD,COLENG,COLAMRUD_COLERM_COLENG,COLAMRUD|COLERM|ENG-AUD|PISAD|AUD I,SP1217,226,9:00am-12:00 noon,Morning (9am - 12noon)
848,4,2025-05-22 00:00:00,1,JAO1,COLAMRUD,COLAMRUD_COLERM_COLENG,JAO|CAD|COLPLANT,SP2687,227,9:00am-12:00 noon,Morning (9am - 12noon)
